epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,63.1123,0.38849,0.29595,0.91211,0.99846,1,0.995,0.96539,0.23411,0.21049,0.78616,0.00113375,0.00113375,0.00113375
37,64.9113,0.35989,0.29383,0.89686,0.99711,1,0.995,0.9752,0.23325,0.22442,0.77646,0.001109,0.001109,0.001109
38,66.543,0.36457,0.29899,0.90746,0.99829,1,0.995,0.94942,0.24226,0.21732,0.79033,0.00108425,0.00108425,0.00108425
39,68.0536,0.36227,0.29379,0.88975,0.99703,1,0.995,0.97105,0.24514,0.22309,0.77683,0.0010595,0.0010595,0.0010595
40,69.6229,0.35847,0.29372,0.89476,0.99445,1,0.995,0.95763,0.23566,0.22279,0.77922,0.00103475,0.00103475,0.00103475
41,71.3867,0.36541,0.28681,0.90213,0.99757,1,0.995,0.97251,0.24084,0.21325,0.7835,0.00101,0.00101,0.00101
42,73.0227,0.36359,0.27844,0.89326,0.99789,1,0.995,0.96333,0.25081,0.2238,0.78959,0.00098525,0.00098525,0.00098525
43,74.6824,0.35419,0.28473,0.88661,0.99844,1,0.995,0.97198,0.25443,0.21098,0.78161,0.0009605,0.0009605,0.0009605
44,76.5082,0.32388,0.26297,0.86243,0.99853,1,0.995,0.96905,0.22797,0.21019,0.77428,0.00093575,0.00093575,0.00093575
45,78.2702,0.37645,0.29725,0.90934,0.99849,1,0.995,0.97013,0.2504,0.22775,0.77699,0.000911,0.000911,0.000911
46,79.8361,0.3402,0.26963,0.88198,0.99857,1,0.995,0.96349,0.23187,0.22211,0.77616,0.00088625,0.00088625,0.00088625
47,81.3965,0.33854,0.274,0.89028,0.99792,1,0.995,0.96841,0.22786,0.22306,0.77783,0.0008615,0.0008615,0.0008615
48,83.1796,0.33378,0.2643,0.87774,0.9987,1,0.995,0.96777,0.2118,0.19496,0.77049,0.00083675,0.00083675,0.00083675
49,84.8019,0.32988,0.27077,0.89197,0.99857,1,0.995,0.96688,0.20189,0.1798,0.76726,0.000812,0.000812,0.000812
50,86.2875,0.34804,0.27533,0.9014,0.99854,1,0.995,0.9733,0.20877,0.20869,0.77562,0.00078725,0.00078725,0.00078725
51,87.8408,0.30848,0.24942,0.88045,0.99863,1,0.995,0.97913,0.20301,0.18221,0.77002,0.0007625,0.0007625,0.0007625
52,89.5819,0.3097,0.24815,0.87447,0.99851,1,0.995,0.9733,0.19466,0.18238,0.76528,0.00073775,0.00073775,0.00073775
53,91.2906,0.31273,0.25376,0.87495,0.99862,1,0.995,0.97311,0.18599,0.1813,0.76124,0.000713,0.000713,0.000713
54,92.8523,0.30913,0.24269,0.87737,0.9986,1,0.995,0.97756,0.19642,0.20421,0.76416,0.00068825,0.00068825,0.00068825
55,94.4728,0.29899,0.24586,0.86816,0.99863,1,0.995,0.97327,0.20742,0.18279,0.76725,0.0006635,0.0006635,0.0006635
56,96.222,0.30026,0.24737,0.87985,0.99854,1,0.995,0.96647,0.20224,0.18723,0.76967,0.00063875,0.00063875,0.00063875
57,97.7865,0.3058,0.24605,0.87943,0.99857,1,0.995,0.97423,0.18575,0.18037,0.77104,0.000614,0.000614,0.000614
58,99.3068,0.30184,0.24663,0.88746,0.9981,1,0.995,0.9775,0.19375,0.19015,0.77361,0.00058925,0.00058925,0.00058925
59,100.942,0.29403,0.23503,0.86468,0.99742,1,0.995,0.97502,0.17936,0.17584,0.77048,0.0005645,0.0005645,0.0005645
60,102.75,0.28767,0.22867,0.87352,0.99826,1,0.995,0.96911,0.19026,0.17634,0.77096,0.00053975,0.00053975,0.00053975
61,104.274,0.27369,0.22035,0.86534,0.99835,1,0.995,0.97201,0.19852,0.17052,0.77185,0.000515,0.000515,0.000515
62,105.831,0.28529,0.23114,0.86545,0.99842,1,0.995,0.97855,0.19064,0.17381,0.7659,0.00049025,0.00049025,0.00049025
63,107.525,0.29702,0.23971,0.87123,0.9986,1,0.995,0.97766,0.1928,0.17921,0.76537,0.0004655,0.0004655,0.0004655
64,109.226,0.30168,0.24135,0.87802,0.99862,1,0.995,0.9754,0.17989,0.16947,0.76368,0.00044075,0.00044075,0.00044075
65,110.776,0.28881,0.23348,0.88118,0.9986,1,0.995,0.97511,0.19227,0.17234,0.76694,0.000416,0.000416,0.000416
66,112.268,0.28925,0.22855,0.87342,0.99859,1,0.995,0.97311,0.18072,0.16739,0.76575,0.00039125,0.00039125,0.00039125
67,114.081,0.27584,0.22359,0.87126,0.9986,1,0.995,0.97691,0.17972,0.17377,0.76256,0.0003665,0.0003665,0.0003665
68,115.868,0.29008,0.22927,0.87637,0.9982,1,0.995,0.97195,0.17693,0.17549,0.7704,0.00034175,0.00034175,0.00034175
69,117.505,0.29377,0.23901,0.88925,0.99758,1,0.995,0.97196,0.1719,0.18382,0.76579,0.000317,0.000317,0.000317
70,119.198,0.28357,0.22619,0.87623,0.99739,1,0.995,0.97656,0.165,0.18958,0.76134,0.00029225,0.00029225,0.00029225
71,135.298,0.21691,0.19994,0.80373,0.99833,1,0.995,0.97707,0.16892,0.18009,0.76872,0.0002675,0.0002675,0.0002675
72,136.974,0.21144,0.18495,0.79953,0.99862,1,0.995,0.97219,0.16737,0.17403,0.76692,0.00024275,0.00024275,0.00024275
73,138.867,0.20447,0.17418,0.80028,0.99864,1,0.995,0.97857,0.16609,0.16879,0.76693,0.000218,0.000218,0.000218
74,140.34,0.20176,0.16875,0.8029,0.99865,1,0.995,0.97599,0.16422,0.17451,0.77109,0.00019325,0.00019325,0.00019325
75,141.897,0.19867,0.16635,0.79552,0.9986,1,0.995,0.97798,0.16673,0.16572,0.77038,0.0001685,0.0001685,0.0001685
76,143.598,0.18709,0.15861,0.79565,0.9983,1,0.995,0.97813,0.16249,0.16624,0.76558,0.00014375,0.00014375,0.00014375
77,145.187,0.19015,0.16787,0.78728,0.99824,1,0.995,0.97483,0.15999,0.15271,0.76512,0.000119,0.000119,0.000119
78,146.7,0.18747,0.16078,0.79059,0.99843,1,0.995,0.97426,0.1628,0.15218,0.7644,9.425e-05,9.425e-05,9.425e-05
79,148.218,0.18096,0.1623,0.8042,0.9985,1,0.995,0.97412,0.15779,0.14969,0.76396,6.95e-05,6.95e-05,6.95e-05
80,149.912,0.18107,0.15935,0.79471,0.99858,1,0.995,0.97403,0.15687,0.14055,0.76375,4.475e-05,4.475e-05,4.475e-05
